Topology,NeName,NeType,NeIP,FRAME,SLOT,PORT,ONUID,ONUTYPE,Terminal Type,Ranging(m),Temperature(C),Biascurrent(mA),TxOpticalPower(dBm),RxOpticalPower(dBm),OLTRxONUOpticalPower(dBm),ModuleType,ModuleSubtype
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,6,36,GPON,HG8010H,4257,51,18,2.24,-20.65,-21.48,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,6,38,GPON,HG8010H,4263,53,17,2.17,-23.1,-22.52,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,6,45,GPON,HG8010Hv6,4455,62,15,2.33,-20.91,-21.31,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,6,93,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,6,99,GPON,MA5671,5304,39,10,2.33,-20.17,-22.48,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,15,GPON,HG8245W5-6T,4800,54,11,2.28,-24.43,-28.52,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,19,GPON,HG8010H,4806,49,17,2.36,-24.68,-27.83,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,29,GPON,HG8010H,4892,57,17,2.16,-22.07,-25.07,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,89,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,90,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,93,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,94,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,96,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,7,97,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,12,GPON,HG8245H,1053,55,18,2.4,-19.74,-21.88,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,16,GPON,HG8010H,1087,48,17,2.36,-22.44,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,18,GPON,HG8245H,1320,51,15,1.99,-18.76,-21.55,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,19,GPON,HG8010H,5779,55,10,2.27,-21.42,-23.38,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,22,GPON,HG8145V5,1337,53,16,2.04,-19.32,-22.52,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,3,GPON,HG8245H,5222,37,13,2.26,-24.2,-23.47,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,33,GPON,HG8010H,5789,51,18,2.17,-23.1,-24.09,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,40,GPON,HG8010H,4987,53,17,2.32,-27.21,-25.53,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,41,GPON,HG8010H,1140,45,18,2.27,-18.66,-21.43,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,43,GPON,HG8145V5,1191,56,16,1.95,-21.55,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,46,GPON,HG8145V5,5534,47,7,2.19,-24.43,-26.2,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,48,GPON,HG8010Hv6,1637,51,8,2.15,-18.41,-21.68,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,50,GPON,EG8145V5,1030,60,15,1.92,-20.81,-20.76,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,53,GPON,HG8010Hv6,1176,53,8,2.3,-22.07,-20,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,6,GPON,HG8010H,1170,54,8,2.27,-18.12,-20.46,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,80,GPON,MA5671,1313,42,10,2.11,-21.55,-24.69,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,89,GPON,MA5671,870,39,9,1.95,-27.96,-24.82,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,90,GPON,MA5671,1257,36,8,2.35,-22.07,-23.47,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,92,GPON,HG8245H,1627,48,14,2.18,-20.04,-21.74,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,93,GPON,MA5671,1566,44,12,2.03,-18.82,-20.09,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,94,GPON,MA5671,1604,41,10,2.14,-21.55,-21.94,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,95,GPON,MA5671,1688,40,7,2.03,-18.86,-21.55,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,96,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,97,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,0,99,GPON,MA5671,1055,35,8,2.24,-24.43,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,0,GPON,HG8010H,2947,56,9,2.23,-20.75,-24.09,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,11,GPON,HG8245H,2315,52,14,2.2,-21.42,-23.77,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,12,GPON,HG8010H,2513,53,11,2.28,-19.46,-23.02,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,23,GPON,HG8145V5,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,27,GPON,HG8145V5,2634,49,15,1.97,-22.59,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,34,GPON,HG8010H,2463,53,8,2.34,-20.41,-22.93,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,86,GPON,MA5671,2200,42,8,2.32,-22.22,-23.88,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,87,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,97,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,1,99,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,2,1,GPON,HG8245H,490,40,12,2.06,-18.07,-19.9,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,2,6,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,2,8,GPON,HG8010H,468,57,9,2.22,-19.7,-21.47,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,1,GPON,HG8145V5,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,10,GPON,HG8010H,1766,40,14,2.13,-23.87,-26.58,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,18,GPON,HG8010H,2257,57,10,2.13,-23.98,-24.44,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,25,GPON,HG8145V5,4299,52,16,2.35,-21.25,-23.98,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,34,GPON,HG8010H,1761,30,8,2.07,-21.87,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,35,GPON,HG8010Hv6,3484,56,8,2.33,-21.55,-22.45,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,41,GPON,HG8010H,2545,55,10,2.16,-22.84,-22.84,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,48,GPON,HG8010H,4403,51,20,2.21,-23.37,-25.53,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,50,GPON,HG8010H,4323,56,17,2.29,-20.91,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,55,GPON,HG8145V5,4253,45,12,2.19,-21.55,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,57,GPON,HG8010Hv6,1804,50,7,1.96,-28.54,-30,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,59,GPON,HG8010Hv6,2178,44,11,2.16,-22,-23.19,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,60,GPON,HG8010Hv6,4007,52,6,2.27,-23.28,-24.69,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,62,GPON,HG8010Hv6,1761,57,6,2,-22,-24.69,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,64,GPON,HG8010Hv6,1718,48,8,2.09,-24.56,-27.7,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,8,GPON,HG8010H,2143,49,16,2.29,-22.44,-22.76,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,9,GPON,HG8010H,2151,45,9,2.3,-20.91,-20.92,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,96,GPON,MA5671,2378,41,8,2.31,-24.68,-23.02,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,97,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,3,99,GPON,MA5671,3425,35,6,2.2,-21.3,-22.22,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,0,GPON,HG8010Hv6,3664,45,5,2.08,-18.82,-22.22,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,1,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,2,GPON,F6645PV2.0,--,--,--,--,--,--,--,--
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,21,GPON,HG8010H,4124,41,12,2.13,-24.2,-26.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,23,GPON,HG8010H,3185,37,12,2.13,-24.56,-25.23,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,24,GPON,HG8010H,2125,60,11,1.98,-23.18,-25.69,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,26,GPON,HG8010H,3680,55,17,2.23,-19.74,-22.37,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,29,GPON,HG8245H,3748,51,19,2.35,-26.02,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,4,GPON,HG8010H,3143,37,9,2.19,-19.7,-21.14,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,40,GPON,HG8010H,3364,48,8,2.18,-19.74,-21.31,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,41,GPON,HG8010H,405,50,8,2.33,-24.43,-26.58,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,42,GPON,HG8010Hv6,430,55,12,2.09,-24.95,-26.2,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,43,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,77,GPON,MA5671,3591,36,7,2.26,-21.74,-23.1,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,78,GPON,HG8245H,3870,39,13,1.98,-20.13,-22.22,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,81,GPON,MA5671,3602,38,8,2.18,-19.13,-20.71,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,83,GPON,MA5671,3769,36,5,2.29,-22.22,-24.56,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,84,GPON,MA5671,3903,39,9,1.86,-22.92,-23.57,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,85,GPON,HG8245H,3865,41,14,2.13,-26.77,-26.99,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,86,GPON,MA5671,3170,40,7,2.03,-22.84,-22.6,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,87,GPON,MA5671,3096,39,10,2.02,-19.43,-20.81,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,90,GPON,MA5671,3140,36,7,2.33,-23.28,-24.09,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,91,GPON,MA5671,3266,35,8,2.08,-21.36,-23.38,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,95,GPON,MA5671,3060,41,8,2.11,-22,-23.38,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,96,GPON,MA5671,3131,36,8,2.38,-20.13,-22.01,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,4,98,GPON,MA5671,3375,40,10,2.42,-21.42,-23.57,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,10,GPON,HG8010H,2069,53,9,2.24,-20.17,-20.61,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,11,GPON,HG8145V5,1337,39,12,2.31,-24.56,-22.68,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,12,GPON,HG8245H,1347,36,12,1.99,-24.56,-25.23,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,15,GPON,HG8010Hv6,5656,65,14,2.33,-22.29,-23.77,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,16,GPON,HG8010H,2924,61,11,2.42,-27.44,-28.54,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,20,GPON,HG8010H,1810,58,11,2.11,-19.17,-22.52,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,21,GPON,HG8245W5-6T,5894,62,12,2.34,-23.1,-25.23,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,26,GPON,HG8010H,2271,52,17,2.04,-23.46,-23.98,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,27,GPON,HG8010H,1280,51,18,2.15,-21.55,-22.52,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,3,GPON,HG8010H,1820,39,7,2.04,-19.32,-20.46,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,31,GPON,HG8145V5,1931,52,14,2.29,-22.22,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,40,GPON,HG8010H,4747,52,10,1.97,-22.59,-22.37,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,42,GPON,HG8010Hv6,1817,46,7,2.21,-19.83,-21.03,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,44,GPON,HG8145V5,2289,48,15,2.35,-30,-29.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,5,GPON,HG8245,5217,45,13,2.13,-20.65,-22.84,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,8,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,9,GPON,HG8010H,1819,34,7,2.32,-27.69,-26.58,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,91,GPON,MA5671,1855,38,8,2.04,-18.89,-20.81,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,92,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,93,GPON,HG8245H,1255,46,15,2.22,-25.68,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,94,GPON,MA5671,1159,43,11,2.2,-23.98,-24.56,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,95,GPON,HG8245H,1205,43,16,2.03,-26.57,-26.03,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,96,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,5,97,GPON,MA5671,2220,41,9,2.13,-28.54,-27.96,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,0,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,14,GPON,HG8145V5,4118,54,8,2.15,-21.61,-24.72,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,17,GPON,HG8010H,5681,57,8,2.22,-22.44,-24.09,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,19,GPON,HG8145V5,3988,48,15,2.19,-21.25,-22.45,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,22,GPON,HG8010H,4165,48,18,2.21,-23.76,-26.63,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,24,GPON,HG8010H,4100,53,15,2.23,-20.65,-23.38,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,29,GPON,HG8145V5,5641,50,12,2.33,-20.41,-22.5,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,32,GPON,HG8010Hv6,4748,49,8,1.97,-24.81,-24.07,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,4,GPON,HG8010Hv6,5079,51,6,2.03,-21.87,-24.35,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,9,GPON,HG8010H,4754,51,16,2.18,-20.5,-22.78,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,97,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,6,99,GPON,MA5671,5339,41,8,2.24,-26.99,-26.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,7,0,GPON,HG8245H,2574,24,9,2.11,-19.58,-22.84,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,7,1,GPON,HG8010Hv6,2713,58,8,2.03,-19.79,-23.31,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,7,12,GPON,HG8010H,4846,59,11,2.41,-22.84,-26.2,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,7,13,GPON,HG8010H,4865,59,11,2.1,-25.85,-30.58,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,1,7,14,GPON,HG8010H,2532,66,14,1.93,-26.38,-29.3,GPON,CLASS B+
